b'15-7-2023 17:47:26,0,0,0,0'
b'15-7-2023 17:47:26,0,0,0,0'
b'15-7-2023 17:47:26,0,0,0,0'
b'15-7-2023 17:47:26,0,0,0,0'
b'15-7-2023 17:47:27,0,0,0,0'
b'15-7-2023 17:47:27,0.42437,9.8267,2.21105,1'
b'15-7-2023 17:47:27,-0.04609,9.7022,1.44819,1'
b'15-7-2023 17:47:27,0.24361,9.58369,1.67085,1'
b'15-7-2023 17:47:27,-0.03292,9.66868,1.82049,1'
b'15-7-2023 17:47:27,0.78141,9.80276,1.66487,1'
b'15-7-2023 17:47:28,-0.22595,9.62679,1.59783,1'
b'15-7-2023 17:47:28,-0.23792,9.69861,1.6505,1'
b'15-7-2023 17:47:28,0.19932,9.8701,1.81929,1'
b'15-7-2023 17:47:28,0.40761,9.80396,1.67085,1'
b'15-7-2023 17:47:28,-0.14216,9.44722,1.71634,1'
b'15-7-2023 17:47:28,0.48572,9.77044,1.3198,1'
b'15-7-2023 17:47:29,-0.14096,9.63038,0.52942,1'
b'15-7-2023 17:47:29,-0.01257,9.75727,1.52241,1'
b'15-7-2023 17:47:29,-0.14335,9.73333,1.57987,1'
b'15-7-2023 17:47:29,-0.22236,9.76804,1.42664,1'
b'15-7-2023 17:47:29,0,0,0,0'
b'15-7-2023 17:47:30,0,0,0,0'
b'15-7-2023 17:47:30,0,0,0,0'
b'15-7-2023 17:47:30,0,0,0,0'
b'15-7-2023 17:47:30,0,0,0,0'
b'15-7-2023 17:47:30,0,0,0,0'
b'15-7-2023 17:47:30,0,0,0,0'
b'15-7-2023 17:47:31,0,0,0,0'
b'15-7-2023 17:47:31,0,0,0,0'
b'15-7-2023 17:47:31,0,0,0,0'
b'15-7-2023 17:47:31,0,0,0,0'
b'15-7-2023 17:47:31,0,0,0,0'
b'15-7-2023 17:47:32,0,0,0,0'
b'15-7-2023 17:47:32,0,0,0,0'
b'15-7-2023 17:47:32,0,0,0,0'
b'15-7-2023 17:47:32,0,0,0,0'
b'15-7-2023 17:47:32,0,0,0,0'
b'15-7-2023 17:47:32,0,0,0,0'
b'15-7-2023 17:47:33,0,0,0,0'
b'15-7-2023 17:47:33,0,0,0,0'
b'15-7-2023 17:47:33,0,0,0,0'
b'15-7-2023 17:47:33,0,0,0,0'
b'15-7-2023 17:47:33,0,0,0,0'
b'15-7-2023 17:47:34,0,0,0,0'
b'15-7-2023 17:47:34,0,0,0,0'
b'15-7-2023 17:47:34,0,0,0,0'
b'15-7-2023 17:47:34,0,0,0,0'
b'15-7-2023 17:47:34,0,0,0,0'
b'15-7-2023 17:47:34,0,0,0,0'
b'15-7-2023 17:47:35,0,0,0,0'
b'15-7-2023 17:47:35,0,0,0,0'
b'15-7-2023 17:47:35,0,0,0,0'
b'15-7-2023 17:47:35,0,0,0,0'
b'15-7-2023 17:47:35,1.87017,9.61481,1.19411,1'
b'15-7-2023 17:47:35,3.44047,6.4841,1.96923,1'
b'15-7-2023 17:47:36,7.40377,1.97073,1.79415,1'
b'15-7-2023 17:47:36,12.44267,-1.60082,-0.97863,1'
b'15-7-2023 17:47:36,12.91941,-2.33375,1.43862,1'
b'15-7-2023 17:47:36,7.74015,-0.47256,0.8685,1'
b'15-7-2023 17:47:36,7.31279,4.07643,0.63476,1'
b'15-7-2023 17:47:36,3.10498,7.77996,1.33177,1'
b'15-7-2023 17:47:37,-2.40109,9.63636,0.62758,1'
b'15-7-2023 17:47:37,-0.536,10.65091,1.55952,1'
b'15-7-2023 17:47:37,-0.90621,9.36941,0.92955,1'
b'15-7-2023 17:47:37,-0.123,9.83149,0.57012,1'
b'15-7-2023 17:47:37,-0.26306,9.98741,0.35704,1'
b'15-7-2023 17:47:37,-0.40672,9.77523,0.76046,1'
b'15-7-2023 17:47:38,-0.27384,9.71896,0.56653,1'
b'15-7-2023 17:47:38,0,0,0,0'
b'15-7-2023 17:47:38,0,0,0,0'
b'15-7-2023 17:47:38,0,0,0,0'
b'15-7-2023 17:47:38,0,0,0,0'
b'15-7-2023 17:47:39,0,0,0,0'
b'15-7-2023 17:47:39,0,0,0,0'
b'15-7-2023 17:47:39,0,0,0,0'
b'15-7-2023 17:47:39,0,0,0,0'
b'15-7-2023 17:47:39,0,0,0,0'
b'15-7-2023 17:47:39,0,0,0,0'
b'15-7-2023 17:47:40,0,0,0,0'
b'15-7-2023 17:47:40,0,0,0,0'
b'15-7-2023 17:47:40,0,0,0,0'
b'15-7-2023 17:47:40,0,0,0,0'
b'15-7-2023 17:47:40,0,0,0,0'
b'15-7-2023 17:47:40,0,0,0,0'
b'15-7-2023 17:47:41,0,0,0,0'
b'15-7-2023 17:47:41,0,0,0,0'
b'15-7-2023 17:47:41,0,0,0,0'
b'15-7-2023 17:47:41,0,0,0,0'
b'15-7-2023 17:47:41,0,0,0,0'
b'15-7-2023 17:47:42,0,0,0,0'
b'15-7-2023 17:47:42,2.83204,10.09515,0.58448,1'
b'15-7-2023 17:47:42,-1.91835,7.69257,-1.06841,1'
b'15-7-2023 17:47:42,-3.94714,5.60483,-0.47196,1'
b'15-7-2023 17:47:42,-14.4502,-1.94798,-2.48518,1'
b'15-7-2023 17:47:42,-12.72428,-3.36864,-1.14503,1'
b'15-7-2023 17:47:43,-10.88584,-1.19351,-2.6004,1'
b'15-7-2023 17:47:43,-8.05799,2.81768,-1.69599,1'
b'15-7-2023 17:47:43,-4.43107,6.51881,-1.71515,1'
b'15-7-2023 17:47:43,-1.1133,8.6697,0.48273,1'
b'15-7-2023 17:47:43,2.52888,10.943,1.64332,1'
b'15-7-2023 17:47:44,0.60903,9.69861,1.26115,1'
b'15-7-2023 17:47:44,-0.11103,9.52264,0.5366,1'
b'15-7-2023 17:47:44,0.58389,9.74889,0.68145,1'
b'15-7-2023 17:47:44,0.39325,9.83388,0.81942,1'
b'15-7-2023 17:47:44,0.25558,9.87967,0.92237,1'
b'15-7-2023 17:47:44,0,0,0,0'
b'15-7-2023 17:47:45,0,0,0,0'
b'15-7-2023 17:47:45,0,0,0,0'
b'15-7-2023 17:47:45,0,0,0,0'
b'15-7-2023 17:47:45,0,0,0,0'
b'15-7-2023 17:47:45,0,0,0,0'
b'15-7-2023 17:47:46,0,0,0,0'
b'15-7-2023 17:47:46,0,0,0,0'
b'15-7-2023 17:47:46,0,0,0,0'
b'15-7-2023 17:47:46,0,0,0,0'
b'15-7-2023 17:47:46,0,0,0,0'
b'15-7-2023 17:47:46,0,0,0,0'
b'15-7-2023 17:47:47,0,0,0,0'
b'15-7-2023 17:47:47,0,0,0,0'
b'15-7-2023 17:47:47,0,0,0,0'
b'15-7-2023 17:47:47,0,0,0,0'
b'15-7-2023 17:47:47,0,0,0,0'
b'15-7-2023 17:47:47,0,0,0,0'
b'15-7-2023 17:47:48,-0.6198,7.9272,3.88669,1'
b'15-7-2023 17:47:48,-0.13976,4.37121,6.28089,1'
b'15-7-2023 17:47:48,-0.44861,1.18752,9.32332,1'
b'15-7-2023 17:47:48,0.25438,-1.85102,10.75565,1'
b'15-7-2023 17:47:48,1.19471,-2.84042,11.98088,1'
b'15-7-2023 17:47:49,0.38726,-3.4704,14.09018,1'
b'15-7-2023 17:47:49,0.61142,1.39343,8.98783,1'
b'15-7-2023 17:47:49,-0.75657,5.97862,4.30358,1'
b'15-7-2023 17:47:49,1.63195,8.04571,3.56676,1'
b'15-7-2023 17:47:49,-0.00539,9.89284,2.09612,1'
b'15-7-2023 17:47:49,0.06764,8.47098,-1.49847,1'
b'15-7-2023 17:47:50,0.69641,9.17518,-4.50948,1'
b'15-7-2023 17:47:50,-0.11582,9.9084,-1.25636,1'
b'15-7-2023 17:47:50,0.24481,9.89045,-1.66726,1'
b'15-7-2023 17:47:50,0.91788,9.79558,-1.37248,1'
b'15-7-2023 17:47:50,0,0,0,0'
b'15-7-2023 17:47:50,0,0,0,0'
b'15-7-2023 17:47:51,0,0,0,0'
b'15-7-2023 17:47:51,0,0,0,0'
b'15-7-2023 17:47:51,0,0,0,0'
b'15-7-2023 17:47:51,0,0,0,0'
b'15-7-2023 17:47:51,0,0,0,0'
b'15-7-2023 17:47:52,0,0,0,0'
b'15-7-2023 17:47:52,0,0,0,0'
b'15-7-2023 17:47:52,0,0,0,0'
b'15-7-2023 17:47:52,0,0,0,0'
b'15-7-2023 17:47:52,0,0,0,0'
b'15-7-2023 17:47:52,0,0,0,0'
b'15-7-2023 17:47:53,0,0,0,0'
b'15-7-2023 17:47:53,0.35494,10.66407,-0.62758,1'
b'15-7-2023 17:47:53,0.47136,9.75607,-1.46974,1'
b'15-7-2023 17:47:53,0.97893,6.21924,-4.89524,1'
b'15-7-2023 17:47:53,0.99569,2.4379,-7.18051,1'
b'15-7-2023 17:47:54,1.10133,-3.39737,-11.06001,1'
b'15-7-2023 17:47:54,1.46286,-5.17118,-9.82131,1'
b'15-7-2023 17:47:54,0.86042,-4.57352,-9.25359,1'
b'15-7-2023 17:47:54,0.66888,2.92781,-7.20086,1'
b'15-7-2023 17:47:54,-0.68833,6.70676,-3.6757,1'
b'15-7-2023 17:47:54,-0.1254,9.19314,-3.39558,1'
b'15-7-2023 17:47:55,-0.98641,9.02315,-1.74268,1'
b'15-7-2023 17:47:55,-0.27503,10.26275,0.59406,1'
b'15-7-2023 17:47:55,0.61621,10.56711,0.99898,1'
b'15-7-2023 17:47:55,-0.06644,9.61003,1.00975,1'
b'15-7-2023 17:47:55,-0.07362,9.88446,0.14245,1'
b'15-7-2023 17:47:56,0,0,0,0'
b'15-7-2023 17:47:56,0,0,0,0'
b'15-7-2023 17:47:56,0,0,0,0'
b'15-7-2023 17:47:56,0,0,0,0'
b'15-7-2023 17:47:56,0,0,0,0'
b'15-7-2023 17:47:56,0,0,0,0'
b'15-7-2023 17:47:57,0,0,0,0'
b'15-7-2023 17:47:57,-1.27042,9.22546,-0.54259,1'
b'15-7-2023 17:47:57,-5.11132,6.65887,-1.42994,1'
b'15-7-2023 17:47:57,-7.19069,2.26432,-1.95457,1'
b'15-7-2023 17:47:57,-11.54215,-4.461,-2.11647,1'
b'15-7-2023 17:47:58,-9.8258,-4.38917,-0.02394,1'
b'15-7-2023 17:47:58,-9.25209,-2.56389,-3.72149,1'
b'15-7-2023 17:47:58,-10.10832,0.47375,-1.55952,1'
b'15-7-2023 17:47:58,-5.77631,5.68384,-3.31896,1'
b'15-7-2023 17:47:58,-5.05985,8.08163,0.83378,1'
b'15-7-2023 17:47:58,-1.20668,9.89643,1.62177,1'
b'15-7-2023 17:47:59,0.14545,10.05924,1.24439,1'
b'15-7-2023 17:47:59,-1.14443,9.67228,1.41467,1'
b'15-7-2023 17:47:59,-0.53002,9.71058,1.69839,1'
b'15-7-2023 17:47:59,-0.6605,9.63876,1.55593,1'
b'15-7-2023 17:47:59,-0.79847,9.65193,1.18453,1'
b'15-7-2023 17:47:59,0,0,0,0'
b'15-7-2023 17:48:0,0,0,0,0'
b'15-7-2023 17:48:0,0,0,0,0'
